state,action,q_value
1|2|6|3,7,2.7050696226617683
1|2|6|3,0,2.1477956660458855
1|2|6|3,5,2.7073704716640457
1|2|6|3,6,3.0219941909537793
1|2|6|3,4,2.684672403322583
5|3|6|6,7,2.7726116050951433
5|3|6|6,3,2.5604245345138446
5|3|6|6,1,2.210927457255646
5|3|6|6,6,3.742641669877765
5|3|6|6,2,1.9386326516619168
5|3|6|6,0,2.1030588235824923
5|3|6|6,4,2.6364681943757033
7|3|6|6,1,2.42234501290362
7|3|6|6,2,1.953848142919294
7|3|6|6,4,2.2700848084810166
7|3|6|6,6,4.389898660914285
7|3|6|6,3,1.6745557864139318
7|3|6|6,5,2.328871563113941
7|3|6|6,0,2.291797703509342
1|3|6|6,6,3.468646310621428
1|3|6|6,0,2.441790728910968
1|3|6|6,3,2.5967074601817868
1|3|6|6,4,2.4641866020530108
1|3|6|6,7,3.099755123656852
1|3|6|6,2,2.158960847777454
1|3|6|6,5,2.814512398936467
3|1|5|4,0,2.5393638117225397
3|1|5|4,4,4.761363786819734
3|1|5|4,1,2.5696576920105096
3|1|5|4,6,2.9219465393163726
3|1|5|4,7,2.8278216740150084
3|1|5|4,5,3.707516859488622
3|1|5|4,2,2.2737317001402833
0|1|5|4,3,2.613022857346223
0|1|5|4,4,4.531407066441095
0|1|5|4,2,1.929708921523117
0|1|5|4,1,2.468017681899967
0|1|5|4,7,2.586059903568203
0|1|5|4,5,3.8891800645540986
0|1|5|4,6,2.6156186865019535
4|2|5|1,5,2.993360586613073
4|2|5|1,0,2.03225203853916
4|2|5|1,3,2.59805793434493
4|2|5|1,1,4.412965614383108
4|2|5|1,6,2.766317337681719
4|2|5|1,7,2.974548992763483
4|2|5|1,2,2.533295167180402
5|3|5|6,6,4.1409848970490115
5|3|5|6,0,-0.04092109270253688
5|3|5|6,4,0.3750079930645995
5|3|5|6,7,0.7322031938013838
5|3|5|6,1,0.8675170306481333
5|3|5|6,2,1.2952986828021325
5|3|5|6,3,0.8975272614457068
6|5|5|5,3,0.944197110461239
6|5|5|5,5,3.6147371266026402
6|5|5|5,1,1.2535556747358365
6|5|5|5,2,0.7713215583532775
6|5|5|5,0,1.0323315689577914
6|5|5|5,7,2.956440212112596
6|5|5|5,4,2.1495536957825423
3|5|5|5,5,3.924150361564579
3|5|5|5,4,1.420753745971035
3|5|5|5,2,0.8278553104817806
3|5|5|5,6,2.4463987170821455
3|5|5|5,7,1.9971865027776114
3|5|5|5,0,0.49636829474974
3|5|5|5,1,0.44195051974354
1|1|0|4,6,2.78775609026506
1|1|0|4,2,2.3311628111133254
1|1|0|4,3,2.3302783677253145
1|1|0|4,7,2.858038510321287
1|1|0|4,0,2.365061136273252
1|1|0|4,4,4.167208918589546
1|1|0|4,5,2.7347908133498544
