state,action,reward(average)
7|1|0|1,5,0.0
7|1|0|1,3,0.0
7|1|0|1,0,0.0
7|1|0|1,1,1.2857142857142858
4|2|0|0,6,0.3333333333333333
4|2|0|0,7,0.0
4|2|0|0,2,0.0
4|2|0|0,1,1.0
4|2|0|0,0,1.6921259842519685
4|2|0|0,5,0.0
4|2|0|0,3,0.0
7|2|0|0,4,0.3757828810020877
7|2|0|0,5,0.0
7|2|0|0,1,0.3333333333333333
7|2|0|0,2,0.0
7|2|0|0,3,0.0
2|1|5|1,7,0.0
2|1|5|1,4,0.14516129032258066
2|1|5|1,3,0.0
2|1|5|1,5,0.0
2|1|5|1,6,0.0
2|1|5|1,0,0.0
2|1|5|1,1,1.110236220472441
7|1|5|1,3,0.0
7|1|5|1,2,0.08450704225352113
7|1|5|1,0,0.0
7|1|5|1,5,0.9907407407407407
7|1|5|1,1,1.118811881188119
3|1|5|1,2,0.0
3|1|5|1,5,0.0
3|1|5|1,6,0.0
3|1|5|1,4,0.0
3|1|5|1,7,0.0
3|1|5|1,1,1.0875
4|1|5|1,5,1.0
4|1|5|1,2,0.0
4|1|5|1,6,0.0
4|1|5|1,1,1.1041666666666667
4|1|5|1,0,0.0
4|1|5|1,7,1.0
5|1|5|1,0,0.0
5|1|5|1,1,1.0902255639097744
5|1|5|1,7,0.6666666666666666
5|1|5|1,6,0.0
0|1|5|1,3,0.0
0|1|5|1,5,0.6614583333333334
0|1|5|1,4,0.0
1|1|0|6,7,0.7261904761904762
1|1|0|6,3,0.0
7|2|0|6,2,0.0
7|2|0|6,3,0.0
7|2|0|6,4,0.0
7|2|0|6,6,2.0
2|2|0|6,3,0.12121212121212122
3|3|0|6,6,2.0
3|3|0|6,0,1.0
0|7|5|5,5,1.4591651542649728
0|7|5|5,2,0.0
0|7|5|5,6,0.3333333333333333
0|7|5|5,7,0.0
0|7|5|5,3,0.0
5|8|7|7,6,0.0
5|8|7|7,7,11.0
5|8|7|7,0,0.0
5|8|7|7,1,0.0
5|8|7|7,2,0.0
5|8|7|7,3,0.0
5|8|7|7,4,0.0
2|1|1|4,1,0.0
2|1|1|4,7,0.0
2|1|1|4,6,0.34234234234234234
2|1|1|4,5,0.0
2|1|1|4,4,1.2424242424242424
1|1|1|4,6,0.34
1|1|1|4,0,0.0
1|1|1|4,4,1.2325581395348837
6|2|1|1,5,0.4
6|2|1|1,0,0.0
6|2|1|1,1,1.8654019873532068
6|2|1|1,7,0.0
6|2|1|1,2,0.6666666666666666
6|2|1|1,4,1.0
7|2|1|1,3,0.0
7|2|1|1,0,0.5
7|2|1|1,1,1.8305304010349288
7|2|1|1,5,0.0
7|2|1|1,4,0.5
2|1|4|1,5,0.0
2|1|4|1,7,0.0
2|1|4|1,1,1.1016949152542372
2|1|4|1,4,1.0
5|1|4|1,3,0.0
5|1|4|1,6,0.0
5|1|4|1,4,0.7513513513513513
3|1|4|1,4,0.0
3|1|4|1,7,0.0
3|1|4|1,6,0.0
3|1|4|1,0,0.0
3|1|4|1,1,1.0916030534351144
3|1|4|1,2,0.0
4|1|4|1,2,0.0
4|1|4|1,6,0.0
4|1|4|1,7,0.0
4|1|4|1,3,0.2169811320754717
4|1|4|1,1,1.0862068965517242
7|1|4|1,3,0.0
7|1|4|1,6,0.0
7|1|4|1,5,0.0
7|1|4|1,4,0.0
7|1|4|1,1,1.0444444444444445
3|3|6|6,6,2.3700305810397553
3|3|6|6,0,0.5
3|3|6|6,7,0.5
3|3|6|6,5,0.0
5|6|0|0,3,0.4
5|6|0|0,0,1.1016722408026756
5|6|0|0,2,0.5
5|6|0|0,7,0.3333333333333333
5|6|0|0,6,0.0
5|6|0|0,1,0.0
5|6|0|0,4,0.0
3|6|0|0,1,0.0
3|6|0|0,2,0.16666666666666666
3|6|0|0,7,0.2956081081081081
3|6|0|0,4,0.0
3|6|0|0,0,1.1313969571230982
3|6|0|0,5,0.3333333333333333
1|6|0|0,5,0.4
1|6|0|0,4,0.0
1|6|0|0,2,0.0
1|6|0|0,0,1.0548459804658152
1|6|0|0,6,1.0
1|6|0|0,7,0.0
1|6|0|0,3,0.3333333333333333
0|7|6|6,4,0.0
0|7|6|6,5,0.0
0|7|6|6,2,0.0
0|7|6|6,3,0.0
0|7|6|6,7,0.9341864716636198
0|7|6|6,1,0.0
7|2|2|0,4,0.2184873949579832
7|2|2|0,2,0.0
7|2|2|0,6,0.0
4|2|2|0,2,1.109433962264151
4|2|2|0,5,0.0
4|2|2|0,0,1.0
1|2|1|3,4,0.5
1|2|1|3,2,0.0
1|2|1|3,3,1.3037974683544304
1|2|1|3,0,0.0
2|3|3|1,3,1.2330827067669172
2|3|3|1,1,1.0
2|3|3|1,6,0.0
2|3|3|1,7,1.0
2|3|3|1,4,1.0
7|6|1|1,2,0.5
7|6|1|1,5,0.0
7|6|1|1,1,1.1355288157061432
7|6|1|1,6,0.6666666666666666
7|6|1|1,3,1.0
7|6|1|1,0,0.0
7|6|1|1,4,0.75
2|7|1|1,1,1.3719424460431655
2|7|1|1,3,0.0
2|7|1|1,5,0.0
2|7|1|1,0,0.0
2|7|1|1,4,0.0
2|7|1|1,6,0.0
2|7|1|1,7,0.6666666666666666
1|8|7|7,3,0.0
1|8|7|7,6,0.0
1|8|7|7,4,0.0
1|8|7|7,0,0.0
1|8|7|7,7,11.0
3|8|7|7,2,0.0
3|8|7|7,4,0.0
3|8|7|7,7,11.0
3|8|7|7,6,0.0
3|8|7|7,0,0.0
3|8|7|7,1,0.0
3|8|7|7,5,0.0
6|1|3|4,2,0.0
6|1|3|4,7,0.5016722408026756
6|1|3|4,1,0.0
2|1|3|4,6,0.3707865168539326
2|1|3|4,7,0.0
2|1|3|4,1,0.0
2|1|3|4,3,0.0
7|1|3|4,2,0.0
7|1|3|4,5,0.6536312849162011
7|1|3|4,6,0.0
7|1|3|4,0,0.0
5|1|3|4,4,1.5035971223021583
5|1|3|4,0,0.0
5|1|3|4,6,1.0
4|4|3|3,1,0.0
4|4|3|3,2,0.21784232365145229
4|4|3|3,5,0.0
4|4|3|3,7,0.4454828660436137
1|4|3|3,3,1.9060693641618498
1|4|3|3,7,0.0
1|4|3|3,5,0.5
1|4|3|3,0,0.0
1|4|3|3,4,0.0
1|4|3|3,2,0.0
1|4|3|3,6,1.0
3|7|1|1,4,0.5
3|7|1|1,2,0.0
3|7|1|1,1,1.4857142857142858
3|7|1|1,6,0.0
3|7|1|1,0,0.0
4|7|1|1,1,1.4494623655913978
4|7|1|1,0,0.0
4|7|1|1,3,0.0
4|7|1|1,5,0.25
4|7|1|1,6,0.0
4|7|1|1,7,0.3333333333333333
4|7|1|1,2,0.5
5|1|4|4,1,0.0
5|1|4|4,6,0.43243243243243246
5|1|4|4,3,0.0
5|1|4|4,2,0.0
5|1|4|4,7,0.3333333333333333
5|1|4|4,0,0.0
5|1|4|4,4,2.1083333333333334
1|1|4|4,2,0.0
1|1|4|4,6,0.0
1|1|4|4,0,0.0
1|1|4|4,4,1.9574468085106382
1|1|4|4,5,0.0
2|1|4|4,6,0.0
2|1|4|4,1,0.0
2|1|4|4,5,0.28040540540540543
2|1|4|4,7,0.275
6|1|4|4,3,0.0
6|1|4|4,2,0.0
6|1|4|4,5,0.5
6|1|4|4,1,0.0
6|1|4|4,4,2.051282051282051
3|1|4|4,7,0.0
3|1|4|4,4,1.974477958236659
3|1|4|4,2,0.0
3|1|4|4,5,0.0
7|1|4|4,0,0.0
7|1|4|4,5,0.0
7|1|4|4,2,0.0
7|1|4|4,3,0.0
7|1|4|4,4,2.0704545454545453
7|1|4|4,1,0.0
7|1|4|4,6,0.0
0|1|4|4,1,0.0
0|1|4|4,5,0.0
0|1|4|4,6,0.312807881773399
0|1|4|4,7,0.0
0|1|4|4,4,2.1904761904761907
5|3|1|1,4,0.44426229508196724
5|3|1|1,3,0.0
5|3|1|1,7,0.0
5|3|1|1,2,0.0
5|3|1|1,6,0.4
4|4|1|1,5,0.0
4|4|1|1,2,0.0
4|4|1|1,1,1.5418138987043581
4|4|1|1,7,0.3333333333333333
4|4|1|1,6,1.0
4|4|1|1,3,0.0
5|4|1|1,0,0.0
5|4|1|1,7,0.6666666666666666
5|4|1|1,6,0.0
5|4|1|1,1,1.6430817610062893
5|4|1|1,3,1.0
5|4|1|1,4,0.0
5|4|1|1,2,0.0
0|4|1|1,4,0.3333333333333333
0|4|1|1,6,0.6
0|4|1|1,2,0.3333333333333333
0|4|1|1,1,1.4540942928039702
0|4|1|1,5,0.3333333333333333
0|4|1|1,3,0.4
0|4|1|1,7,0.5
3|2|0|0,7,1.0
3|2|0|0,1,0.3333333333333333
3|2|0|0,6,0.3333333333333333
3|2|0|0,5,0.0
3|2|0|0,0,1.691085003455425
3|2|0|0,4,0.5
3|2|0|0,2,1.0
7|3|0|1,3,0.4883720930232558
7|3|0|1,5,0.0
4|1|3|0,2,0.0
4|1|3|0,0,1.0798319327731092
4|1|3|0,6,0.0
2|1|3|0,6,0.1509433962264151
2|1|3|0,1,0.0
6|1|3|0,3,0.8388746803069054
6|1|3|0,1,0.3333333333333333
6|1|3|0,7,0.0
6|1|3|0,2,0.0
6|1|3|0,4,0.5
3|3|5|0,0,1.0125786163522013
3|3|5|0,2,0.0
3|3|5|0,6,0.3333333333333333
3|3|5|0,1,0.0
3|3|5|0,5,1.0
0|4|5|5,7,0.4691358024691358
0|4|5|5,3,0.0
0|4|5|5,4,0.0
0|4|5|5,2,0.3333333333333333
7|6|5|5,5,2.2225031605562577
7|6|5|5,4,1.0
7|6|5|5,1,0.0
7|6|5|5,2,0.0
7|6|5|5,6,0.0
7|6|5|5,0,0.0
5|8|1|1,6,0.0
5|8|1|1,2,0.0
5|8|1|1,4,0.0
5|8|1|1,1,11.0
5|8|1|1,7,0.0
0|2|3|2,2,1.039855072463768
0|2|3|2,5,1.0
0|2|3|2,7,1.0
0|2|3|2,1,0.0
2|3|3|3,1,0.0
2|3|3|3,7,0.0
2|3|3|3,6,0.5
2|3|3|3,3,1.9834710743801653
2|3|3|3,5,0.0
2|3|3|3,0,0.0
2|3|3|3,4,0.3333333333333333
1|3|3|3,5,0.36036036036036034
1|3|3|3,0,0.0
1|3|3|3,3,2.0066964285714284
1|3|3|3,6,1.0
1|3|3|3,7,0.0
1|3|3|3,2,0.0
5|4|3|3,7,0.0
5|4|3|3,2,0.0
5|4|3|3,4,0.417462482946794
5|4|3|3,0,0.0
5|4|3|3,3,1.8932038834951457
5|4|3|3,6,0.0
7|4|3|3,1,0.5
7|4|3|3,5,0.0
7|4|3|3,3,2.1366223908918407
7|4|3|3,0,0.0
0|1|0|2,6,0.0
0|1|0|2,4,0.0
0|1|0|2,5,0.0
0|1|0|2,7,0.0
0|1|0|2,2,1.2056737588652482
0|1|0|2,3,1.0
6|1|0|2,0,0.0
6|1|0|2,4,0.0
6|1|0|2,1,0.0
6|1|0|2,2,1.2291169451073987
6|1|0|2,3,0.0
6|1|0|2,7,0.0
4|1|0|2,2,1.2361516034985423
4|1|0|2,5,0.0
4|1|0|2,0,0.0
4|1|0|2,6,1.0
2|2|0|0,0,1.7075399847677075
2|2|0|0,6,0.0
2|2|0|0,3,0.2
2|2|0|0,7,0.25
2|2|0|0,4,1.0
2|2|0|0,5,1.0
2|2|0|0,1,1.0
0|3|5|5,2,0.0
0|3|5|5,7,0.38791423001949316
0|3|5|5,3,0.0
0|3|5|5,1,0.0
0|3|5|5,4,0.17777777777777778
0|3|5|5,6,0.0
2|3|5|5,0,0.0
2|3|5|5,4,0.0
2|3|5|5,6,0.0
2|3|5|5,5,2.28125
2|3|5|5,7,0.0
4|1|7|0,3,0.0
4|1|7|0,7,0.0
4|1|7|0,5,0.0
4|1|7|0,6,0.0
4|1|7|0,0,1.1284046692607004
3|1|7|0,0,1.146551724137931
3|1|7|0,1,0.0
0|2|7|7,2,0.0
0|2|7|7,4,0.0
0|2|7|7,7,2.756052141527002
0|2|7|7,1,1.0
0|2|7|7,5,1.0
2|2|1|1,6,0.6
2|2|1|1,1,1.8216783216783217
2|2|1|1,7,0.5
2|2|1|1,3,1.0
2|2|1|1,4,0.5
2|2|1|1,5,0.0
6|3|1|1,1,1.806228373702422
6|3|1|1,0,0.0
6|3|1|1,5,0.5
6|3|1|1,3,0.5
6|3|1|1,4,1.0
6|3|1|1,2,1.0
1|5|3|3,4,0.0
1|5|3|3,7,0.24242424242424243
1|5|3|3,5,0.5338148391332895
1|5|3|3,6,0.5023923444976076
1|5|3|3,0,0.0
1|5|3|3,2,0.0
4|5|3|3,7,0.5101351351351351
4|5|3|3,0,0.0
4|5|3|3,6,0.0
4|5|3|3,2,0.4
4|5|3|3,5,0.0
4|5|3|3,1,0.5
4|5|3|3,3,1.5
1|3|5|0,7,0.0
1|3|5|0,3,0.30386740331491713
7|3|5|0,6,0.391304347826087
6|4|5|0,5,1.4731182795698925
6|4|5|0,7,0.5
2|7|0|0,3,0.0
2|7|0|0,0,1.231822971548999
2|7|0|0,7,0.25
2|7|0|0,5,0.0
2|7|0|0,1,0.3333333333333333
2|7|0|0,4,0.0
5|7|0|0,6,0.1809421841541756
5|7|0|0,1,0.1111111111111111
5|7|0|0,4,0.0
5|7|0|0,2,0.0
5|7|0|0,3,0.0
5|7|0|0,7,0.0
7|1|1|3,6,0.0
7|1|1|3,4,0.2727272727272727
7|1|1|3,3,1.184
6|1|1|3,4,0.45686900958466453
6|1|1|3,1,0.0
6|1|1|3,2,0.0
4|1|1|3,5,0.3815165876777251
4|1|1|3,0,0.0
4|1|1|3,6,0.0
5|3|1|3,6,0.0
5|3|1|3,2,0.0
5|3|1|3,0,0.0
5|3|1|3,4,0.0
5|3|1|3,7,0.5777777777777777
2|5|1|1,3,0.0
2|5|1|1,5,0.4863915715539947
2|5|1|1,0,0.0
2|5|1|1,7,0.0
2|5|1|1,6,0.0
2|5|1|1,4,0.0
5|2|2|2,4,0.0
5|2|2|2,6,0.5142857142857142
5|2|2|2,3,0.0
5|2|2|2,0,0.0
5|2|2|2,2,1.8549618320610688
4|2|2|2,3,0.4222222222222222
4|2|2|2,0,0.2
4|2|2|2,7,0.0
4|2|2|2,6,0.6666666666666666
4|2|2|2,2,1.9544715447154473
4|2|2|2,1,0.0
3|2|2|2,1,0.025
3|2|2|2,4,0.0
3|2|2|2,0,0.03571428571428571
3|2|2|2,2,1.8193018480492813
3|2|2|2,7,0.5
1|2|2|2,6,0.14285714285714285
1|2|2|2,5,0.4
1|2|2|2,0,0.0
1|2|2|2,7,0.0
1|2|2|2,3,0.75
1|2|2|2,4,0.2
1|2|2|2,2,1.9150650960942344
6|2|2|2,4,0.4197002141327623
6|2|2|2,0,0.0
6|2|2|2,7,0.40875912408759124
0|3|2|2,7,0.427536231884058
0|3|2|2,1,0.14285714285714285
0|3|2|2,4,0.0
0|3|2|2,3,0.375
0|3|2|2,5,0.4
0|3|2|2,6,0.4
0|1|7|1,5,0.0
0|1|7|1,6,0.0
0|1|7|1,1,1.1491228070175439
0|1|7|1,7,1.0
0|1|7|1,3,0.0
5|1|7|1,3,0.0
5|1|7|1,0,0.0
5|1|7|1,6,0.0
5|1|7|1,2,0.0
5|1|7|1,4,0.0
5|1|7|1,1,1.1417910447761195
6|1|7|1,3,0.0
6|1|7|1,5,0.0
6|1|7|1,4,0.0
6|1|7|1,0,0.0
6|1|7|1,1,1.1485148514851484
4|1|7|1,0,0.0
4|1|7|1,2,0.0
4|1|7|1,6,0.0
4|1|7|1,3,0.0
4|1|7|1,5,0.0
4|1|7|1,1,1.1415094339622642
6|1|4|3,1,0.0
6|1|4|3,4,1.094890510948905
6|1|4|3,0,0.0
6|1|4|3,2,0.0
4|1|4|3,7,0.0
4|1|4|3,0,0.0
4|1|4|3,2,0.0
4|1|4|3,3,1.077922077922078
4|1|4|3,1,0.0
7|1|4|3,3,1.1386861313868613
7|1|4|3,4,1.0
3|3|4|4,0,0.0
3|3|4|4,7,0.0
3|3|4|4,4,2.0166666666666666
3|3|4|4,6,0.0
3|3|4|4,2,0.0
3|3|4|4,5,0.0
3|3|4|4,1,0.0
0|2|6|1,2,0.0
0|2|6|1,3,0.0
0|2|6|1,6,1.094420600858369
0|2|6|1,1,1.0
2|2|6|1,5,1.0
2|2|6|1,6,1.3014354066985645
2|2|6|1,3,0.0
2|2|6|1,0,0.0
2|2|6|1,7,0.0
5|3|6|6,6,2.4292803970223327
5|3|6|6,0,0.0
5|3|6|6,2,0.0
5|3|6|6,3,0.0
5|3|6|6,7,0.0
5|3|6|6,1,0.0
0|6|1|1,1,1.0620538165842943
0|6|1|1,6,0.5
0|6|1|1,2,0.25
0|6|1|1,3,0.2
0|6|1|1,5,0.25
0|6|1|1,7,0.6666666666666666
0|6|1|1,4,0.25
1|7|4|4,5,0.0
1|7|4|4,0,0.0
1|7|4|4,6,0.2
1|7|4|4,4,1.3071738083774675
1|7|4|4,7,0.25
1|7|4|4,2,0.0
1|7|4|4,3,0.0
1|2|5|4,7,0.0
1|2|5|4,2,0.0
1|2|5|4,6,0.6486486486486487
7|2|5|4,1,0.0
7|2|5|4,5,1.3888888888888888
1|2|7|7,0,0.0
1|2|7|7,4,0.0
1|2|7|7,5,0.3333333333333333
1|2|7|7,3,0.0
1|2|7|7,6,0.0
1|2|7|7,2,0.33695652173913043
1|2|7|7,7,2.6677740863787376
1|1|7|0,4,0.0
1|1|7|0,7,0.0
1|1|7|0,6,0.0
1|1|7|0,5,0.0
1|1|7|0,2,0.0
1|1|7|0,0,1.161764705882353
7|1|7|0,5,0.0
7|1|7|0,6,0.0
7|1|7|0,4,0.0
7|1|7|0,3,0.24427480916030533
5|1|7|0,6,0.2
5|1|7|0,7,1.0172413793103448
5|1|7|0,2,0.0
5|1|7|0,1,0.0
6|2|7|7,1,0.0
6|2|7|7,7,2.6359223300970873
6|2|7|7,0,1.0
6|2|7|7,3,1.0
6|2|7|7,2,0.0
4|2|5|5,6,0.25
4|2|5|5,5,2.404191616766467
4|2|5|5,7,1.0
4|2|5|5,2,0.0
4|2|5|5,1,0.0
6|4|5|5,4,0.3181818181818182
6|4|5|5,2,0.0
6|4|5|5,7,0.0
6|4|5|5,3,0.0
6|4|5|5,5,2.232876712328767
6|4|5|5,0,0.0
4|4|5|5,2,0.0
4|4|5|5,7,0.0
4|4|5|5,5,2.1445578231292517
4|4|5|5,0,0.0
4|4|5|5,3,1.0
4|4|5|5,6,1.0
2|4|5|5,6,0.16666666666666666
2|4|5|5,3,0.21015761821366025
2|4|5|5,4,0.0
2|4|5|5,1,0.0
1|2|2|4,4,1.5870967741935484
1|2|2|4,3,0.0
1|2|2|4,6,0.0
4|3|2|6,1,0.0
4|3|2|6,7,0.2608695652173913
4|3|2|6,3,0.0
4|3|2|6,0,0.0
4|3|2|6,5,0.0
1|3|2|6,3,0.0
1|3|2|6,2,0.8979591836734694
1|3|2|6,4,0.0
1|3|2|6,0,0.0
1|3|2|6,5,0.0
1|1|2|0,0,1.0419847328244274
1|1|2|0,7,0.0
1|1|2|0,2,0.0
1|1|2|0,3,1.0
1|1|2|0,4,0.0
0|2|2|2,6,0.14285714285714285
0|2|2|2,5,0.0
0|2|2|2,2,1.9104477611940298
0|2|2|2,7,0.5
0|2|2|2,3,0.6666666666666666
0|2|2|2,1,0.0
0|2|2|2,4,0.4
6|3|2|2,3,0.40634441087613293
6|3|2|2,7,0.0
6|3|2|2,4,0.0
3|3|2|2,7,0.5
3|3|2|2,1,0.0
3|3|2|2,5,0.0
3|3|2|2,0,0.0
3|3|2|2,4,0.5
3|3|2|2,2,2.104240282685512
7|3|2|2,3,0.25
7|3|2|2,4,0.3
7|3|2|2,5,0.0
7|3|2|2,2,1.969620253164557
7|3|2|2,0,0.0
7|3|2|2,1,0.0
1|3|2|2,7,0.25
1|3|2|2,3,0.75
1|3|2|2,2,1.8121890547263682
1|3|2|2,6,0.0
1|3|2|2,4,0.0
1|3|2|2,0,0.0
7|3|6|6,6,2.4640522875816995
7|3|6|6,0,0.0
7|3|6|6,1,1.0
6|5|2|2,7,0.5
6|5|2|2,1,0.0
6|5|2|2,2,1.512594458438287
6|5|2|2,3,0.0
6|5|2|2,4,0.0
6|5|2|2,0,0.0
7|5|2|2,5,0.35064935064935066
7|5|2|2,6,0.47126436781609193
7|5|2|2,1,0.2
7|5|2|2,0,0.0
7|5|2|2,4,0.4
7|5|2|2,2,1.4069565217391304
5|5|2|2,2,1.5552115583075334
5|5|2|2,4,0.6666666666666666
5|5|2|2,6,0.5
5|5|2|2,0,0.0
5|5|2|2,1,0.0
2|6|3|3,0,0.0
2|6|3|3,7,0.4367816091954023
2|6|3|3,5,0.5
2|6|3|3,4,0.5135135135135135
2|6|3|3,3,1.1227242076871207
2|6|3|3,1,0.0
2|6|3|3,6,0.3333333333333333
5|6|3|3,2,0.0
5|6|3|3,3,1.4770844837106571
5|6|3|3,7,0.6666666666666666
5|6|3|3,1,0.0
5|6|3|3,4,0.0
5|6|3|3,0,0.0
5|6|3|3,6,0.0
2|2|7|0,0,1.0637450199203187
2|2|7|0,4,0.0
2|2|7|0,6,0.0
0|3|7|2,7,1.2455089820359282
0|3|7|2,3,0.0
0|3|7|2,1,0.0
7|6|0|0,5,0.14285714285714285
7|6|0|0,4,0.24942263279445728
7|6|0|0,1,0.25
7|6|0|0,3,0.0
7|6|0|0,2,0.0
7|6|0|0,6,0.5
7|6|0|0,0,1.106514994829369
0|8|4|4,4,11.0
0|8|4|4,1,0.0
0|8|4|4,2,0.0
0|8|4|4,6,0.0
7|2|1|0,2,0.5
7|2|1|0,3,0.0
7|2|1|0,4,0.0
7|2|1|0,0,1.0333333333333334
2|3|1|0,4,0.36752136752136755
4|4|1|0,6,0.5
4|4|1|0,7,0.0
4|4|1|0,1,1.3220338983050848
4|4|1|0,2,0.5
6|5|1|0,2,0.0
6|5|1|0,0,1.0
6|5|1|0,7,0.0
2|5|1|0,5,0.0
2|5|1|0,0,1.0
5|5|1|0,7,0.0
5|5|1|0,4,0.0
5|5|1|0,2,0.2
7|5|1|0,4,0.0
7|5|1|0,6,0.2702702702702703
0|2|5|6,3,0.0
0|2|5|6,1,0.0
0|2|5|6,2,0.0
0|2|5|6,4,0.0
0|2|5|6,5,0.6382978723404256
0|2|5|6,7,0.0
3|2|5|6,6,2.0
3|2|5|6,2,0.0
7|5|5|0,6,0.0
7|5|5|0,2,0.0
7|5|5|0,1,0.15873015873015872
7|5|5|0,4,0.0
6|5|5|0,0,1.0
0|6|5|5,3,0.0
0|6|5|5,7,0.0
0|6|5|5,5,1.4388646288209608
0|6|5|5,2,0.0
3|6|5|5,1,0.0
3|6|5|5,0,0.0
3|6|5|5,4,0.0
3|6|5|5,7,0.6639455782312925
3|6|5|5,2,0.0
7|2|2|2,1,0.05154639175257732
7|2|2|2,0,0.0
7|2|2|2,2,1.8662420382165605
7|2|2|2,4,0.0
5|3|2|2,7,0.453416149068323
5|3|2|2,0,0.0
7|4|2|2,2,1.8863849765258216
7|4|2|2,1,0.0
7|4|2|2,3,0.0
7|4|2|2,4,0.0
7|4|2|2,5,1.0
2|6|0|0,6,0.5
2|6|0|0,0,1.1507582515611061
2|6|0|0,1,0.0
2|6|0|0,4,0.5
2|6|0|0,5,0.0
2|6|0|0,7,0.0
0|1|6|1,2,0.0
0|1|6|1,4,0.0
0|1|6|1,6,0.9044585987261147
0|1|6|1,5,0.0
0|1|6|1,7,0.0
2|1|6|1,4,0.0
2|1|6|1,1,1.1122244488977955
2|1|6|1,0,0.0
2|1|6|1,7,1.0
4|1|6|1,7,0.0
4|1|6|1,5,0.0
4|1|6|1,6,0.0
4|1|6|1,2,0.13533834586466165
7|1|6|1,6,0.9694656488549618
7|1|6|1,2,0.0
6|1|6|1,3,0.0
6|1|6|1,2,0.23823529411764705
6|1|6|1,5,0.0
3|1|6|1,5,0.12213740458015267
3|1|6|1,4,0.1111111111111111
5|3|6|1,1,1.0238095238095237
5|1|2|2,2,1.8346938775510204
5|1|2|2,4,0.0
5|1|2|2,3,0.3333333333333333
5|1|2|2,6,0.0
5|1|2|2,0,0.0
5|1|2|2,7,1.0
5|4|0|0,1,0.32967032967032966
5|4|0|0,2,0.25
5|4|0|0,4,0.0
5|4|0|0,6,0.43452380952380953
5|4|0|0,7,0.47107438016528924
5|4|0|0,3,0.42857142857142855
7|7|0|0,1,0.0
7|7|0|0,0,1.4008097165991902
7|7|0|0,2,0.0
7|7|0|0,5,0.2
7|7|0|0,3,0.0
7|7|0|0,6,0.0
1|7|0|0,4,0.0
1|7|0|0,6,0.0
1|7|0|0,0,1.8164948453608247
1|7|0|0,2,0.0
1|7|0|0,7,0.0
1|7|0|0,5,0.0
1|3|0|0,4,0.3702064896755162
1|3|0|0,7,0.275
1|3|0|0,6,0.25
1|3|0|0,2,0.0
1|3|0|0,3,0.0
1|3|0|0,0,1.5780445969125214
1|3|0|0,5,0.0
1|3|2|5,2,0.8775510204081632
2|5|4|4,0,0.0
2|5|4|4,4,1.6337522441651706
2|5|4|4,7,1.0
2|5|4|4,3,0.5
2|5|4|4,6,1.0
0|5|4|4,5,0.47882136279926335
0|5|4|4,2,0.0
5|7|4|4,7,0.0
5|7|4|4,3,0.0
5|7|4|4,4,2.9171817058096416
5|7|4|4,0,0.0
5|7|4|4,6,0.5
5|7|4|4,1,0.0
7|7|4|4,1,0.0
7|7|4|4,2,0.0
7|7|4|4,3,0.0
7|7|4|4,5,0.5753424657534246
7|7|4|4,0,0.0
7|7|4|4,4,2.1812080536912752
7|7|4|4,6,1.0
1|2|6|4,6,1.4766355140186915
1|2|6|4,0,0.0
1|2|6|4,5,0.0
7|5|1|1,5,0.0
7|5|1|1,3,0.0
7|5|1|1,4,0.45664739884393063
7|5|1|1,0,0.0
7|5|1|1,1,1.3045563549160673
7|5|1|1,2,0.0
7|5|1|1,6,0.0
0|1|2|1,5,0.0
0|1|2|1,6,0.0
0|1|2|1,3,0.125
0|1|2|1,2,0.0
5|1|2|1,7,0.0
5|1|2|1,0,0.0
5|1|2|1,1,1.0789473684210527
5|1|2|1,4,0.0
5|1|2|1,6,0.0
7|1|2|1,1,1.0677966101694916
7|1|2|1,5,0.0
7|1|2|1,2,1.0
4|3|2|2,6,0.421455938697318
4|3|2|2,1,0.0
4|3|2|2,5,0.25
4|3|2|2,0,0.0
4|3|2|2,3,0.0
3|3|0|0,5,0.75
3|3|0|0,7,0.5
3|3|0|0,0,1.6155419222903886
3|3|0|0,1,0.25
3|3|0|0,6,0.0
7|2|7|0,5,0.0
7|2|7|0,2,0.3404255319148936
7|2|7|0,4,0.0
5|2|7|0,2,0.1320754716981132
5|2|7|0,4,0.0
5|2|7|0,3,0.30357142857142855
1|4|7|7,5,0.0
1|4|7|7,3,0.3333333333333333
1|4|7|7,6,0.0
1|4|7|7,0,0.5
1|4|7|7,2,0.5
1|4|7|7,7,2.178694158075601
3|1|1|4,4,1.1812080536912752
3|1|1|4,0,0.0
3|1|1|4,5,1.0
4|2|1|7,3,0.0
4|2|1|7,6,0.0
4|2|1|7,2,0.0
4|2|1|7,7,2.0
3|2|1|7,7,2.019867549668874
3|2|1|7,4,0.0
5|1|0|0,4,0.16666666666666666
5|1|0|0,0,1.6921075455333912
5|1|0|0,6,0.3333333333333333
5|1|0|0,7,1.0
5|1|0|0,3,0.0
5|1|0|0,2,0.0
1|2|5|6,7,0.0
1|2|5|6,0,0.0
1|2|5|6,4,0.0
1|2|5|6,2,0.0
1|2|5|6,5,0.0
1|2|5|6,3,0.0
1|2|5|6,6,2.0416666666666665
7|2|5|6,4,0.0
7|2|5|6,2,0.0
7|2|5|6,6,2.027027027027027
7|2|5|6,0,1.0
5|1|0|2,4,0.0
5|1|0|2,1,0.0
5|1|0|2,3,0.0
5|1|0|2,6,0.24892703862660945
5|1|0|2,7,0.0
